Sample	Sequence length	total_deduplicated_percentage	adapter_content	basic_statistics	per_base_n_content	per_sequence_quality_scores	Encoding	Total Sequences	Sequences flagged as poor quality	kmer_content	overrepresented_sequences	File type	per_base_sequence_content	sequence_length_distribution	Filename	avg_sequence_length	sequence_duplication_levels	per_sequence_gc_content	per_base_sequence_quality	%GC	per_tile_sequence_quality
Sample_PRO1322_PlateB_B1_R2	125-126	27.47499498372237	pass	pass	pass	pass	Sanger / Illumina 1.9	4093856.0	0.0	fail	fail	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_B1_R2.fastq.gz	125.93937842464415	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_B2_R1	125-126	100.0	pass	pass	pass	pass	Sanger / Illumina 1.9	4.0	0.0	pass	fail	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_B2_R1.fastq.gz	125.75	pass	fail	pass	28.0	
Sample_PRO1322_PlateB_B2_R2	125-126	100.0	pass	pass	pass	pass	Sanger / Illumina 1.9	4.0	0.0	pass	fail	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_B2_R2.fastq.gz	125.75	pass	fail	pass	28.0	
Sample_PRO1322_PlateB_B3_R1	125-126	25.94940680590991	pass	pass	pass	pass	Sanger / Illumina 1.9	9358411.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_B3_R1.fastq.gz	125.91278262944425	fail	warn	pass	35.0	pass
Sample_PRO1322_PlateB_B3_R2	125-126	26.537396434030097	pass	pass	pass	pass	Sanger / Illumina 1.9	9358411.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_B3_R2.fastq.gz	125.91278262944425	fail	warn	pass	36.0	pass
Sample_PRO1322_PlateB_B4_R1	125-126	26.345444035511168	pass	pass	pass	pass	Sanger / Illumina 1.9	14493627.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_B4_R1.fastq.gz	125.93369637565532	fail	pass	pass	33.0	pass
Sample_PRO1322_PlateB_B4_R2	125-126	25.98641626141981	pass	pass	pass	pass	Sanger / Illumina 1.9	14493627.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_B4_R2.fastq.gz	125.93369637565532	fail	pass	pass	33.0	pass
Sample_PRO1322_PlateB_B5_R1	125-126	10.866803963646266	pass	pass	pass	pass	Sanger / Illumina 1.9	16470955.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_B5_R1.fastq.gz	125.93813892394218	fail	warn	pass	37.0	pass
Sample_PRO1322_PlateB_B5_R2	125-126	11.480355383950329	pass	pass	pass	pass	Sanger / Illumina 1.9	16470955.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_B5_R2.fastq.gz	125.93813892394218	fail	warn	pass	37.0	pass
Sample_PRO1322_PlateB_B6_R1	125-126	22.689175041792968	pass	pass	pass	pass	Sanger / Illumina 1.9	11942608.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_B6_R1.fastq.gz	125.91940880919813	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_B6_R2	125-126	23.312415663824538	pass	pass	pass	pass	Sanger / Illumina 1.9	11942608.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_B6_R2.fastq.gz	125.91940880919813	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_B7_R1	125-126	24.15577318947309	pass	pass	pass	pass	Sanger / Illumina 1.9	12779334.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_B7_R1.fastq.gz	125.92510102639152	fail	warn	pass	35.0	pass
Sample_PRO1322_PlateB_B7_R2	125-126	23.100057127115413	pass	pass	pass	pass	Sanger / Illumina 1.9	12779334.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_B7_R2.fastq.gz	125.92510102639152	fail	pass	pass	35.0	pass
Sample_PRO1322_PlateB_B8_R1	125-126	19.42213321806196	pass	pass	pass	pass	Sanger / Illumina 1.9	21607220.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_B8_R1.fastq.gz	125.91427286805059	fail	warn	pass	36.0	pass
Sample_PRO1322_PlateB_B8_R2	125-126	20.48672199129321	pass	pass	pass	pass	Sanger / Illumina 1.9	21607220.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_B8_R2.fastq.gz	125.91427286805059	fail	warn	pass	36.0	pass
Sample_PRO1322_PlateB_B9_R1	125-126	44.87211712334355	pass	pass	pass	pass	Sanger / Illumina 1.9	13889808.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_B9_R1.fastq.gz	125.92729294746191	fail	pass	pass	36.0	pass
Sample_PRO1322_PlateB_B9_R2	125-126	45.31391858457242	pass	pass	pass	pass	Sanger / Illumina 1.9	13889808.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_B9_R2.fastq.gz	125.92729294746191	fail	pass	pass	35.0	warn
Sample_PRO1322_PlateB_C10_R1	125-126	49.08751995778475	pass	pass	pass	pass	Sanger / Illumina 1.9	15840149.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C10_R1.fastq.gz	125.918732835152	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_C10_R2	125-126	49.054651982618566	pass	pass	pass	pass	Sanger / Illumina 1.9	15840149.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C10_R2.fastq.gz	125.918732835152	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_C11_R1	125-126	26.019953365843374	pass	pass	pass	pass	Sanger / Illumina 1.9	15645785.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C11_R1.fastq.gz	125.91746058123641	fail	pass	pass	37.0	pass
Sample_PRO1322_PlateB_C11_R2	125-126	26.845815273059653	pass	pass	pass	pass	Sanger / Illumina 1.9	15645785.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C11_R2.fastq.gz	125.91746058123641	fail	pass	pass	37.0	pass
Sample_PRO1322_PlateB_C12_R1	125-126	32.964504468032054	pass	pass	pass	pass	Sanger / Illumina 1.9	13658892.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C12_R1.fastq.gz	125.92626092951024	fail	pass	fail	36.0	pass
Sample_PRO1322_PlateB_C12_R2	125-126	30.438749124249764	pass	pass	pass	pass	Sanger / Illumina 1.9	13658892.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C12_R2.fastq.gz	125.92626092951024	fail	pass	pass	36.0	pass
Sample_PRO1322_PlateB_C1_R1	125-126	27.175117742955972	pass	pass	pass	pass	Sanger / Illumina 1.9	4475134.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C1_R1.fastq.gz	125.93348333256613	fail	warn	pass	35.0	pass
Sample_PRO1322_PlateB_C1_R2	125-126	27.19794487220489	pass	pass	pass	pass	Sanger / Illumina 1.9	4475134.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C1_R2.fastq.gz	125.93348333256613	fail	warn	pass	35.0	pass
Sample_PRO1322_PlateB_C2_R1	125-126	23.17989206716874	pass	pass	pass	pass	Sanger / Illumina 1.9	15397103.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C2_R1.fastq.gz	125.919139074409	fail	warn	pass	32.0	pass
Sample_PRO1322_PlateB_C2_R2	125-126	23.51228681838335	pass	pass	pass	pass	Sanger / Illumina 1.9	15397103.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C2_R2.fastq.gz	125.919139074409	fail	fail	pass	32.0	pass
Sample_PRO1322_PlateB_C3_R1	125-126	82.5440005143002	pass	pass	pass	pass	Sanger / Illumina 1.9	305267.0	0.0	warn	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C3_R1.fastq.gz	125.92054168973391	pass	pass	pass	37.0	pass
Sample_PRO1322_PlateB_C3_R2	125-126	82.42152632863959	pass	pass	pass	pass	Sanger / Illumina 1.9	305267.0	0.0	warn	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C3_R2.fastq.gz	125.92054168973391	pass	pass	pass	37.0	pass
Sample_PRO1322_PlateB_C4_R1	125-126	35.93530045290265	pass	pass	pass	pass	Sanger / Illumina 1.9	12765346.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C4_R1.fastq.gz	125.9315438061765	fail	pass	fail	33.0	pass
Sample_PRO1322_PlateB_C4_R2	125-126	34.35347463641772	pass	pass	pass	pass	Sanger / Illumina 1.9	12765346.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C4_R2.fastq.gz	125.9315438061765	fail	pass	pass	33.0	pass
Sample_PRO1322_PlateB_C6_R1	125-126	19.590935225628687	pass	pass	pass	pass	Sanger / Illumina 1.9	14858900.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C6_R1.fastq.gz	125.91356587634347	fail	warn	pass	36.0	pass
Sample_PRO1322_PlateB_C6_R2	125-126	21.1745795698749	pass	pass	pass	pass	Sanger / Illumina 1.9	14858900.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C6_R2.fastq.gz	125.91356587634347	fail	warn	pass	36.0	pass
Sample_PRO1322_PlateB_C7_R1	125-126	34.464723633642244	pass	pass	pass	pass	Sanger / Illumina 1.9	17376848.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C7_R1.fastq.gz	125.92825206274463	fail	pass	pass	35.0	pass
Sample_PRO1322_PlateB_C7_R2	125-126	33.837625595394414	pass	pass	pass	pass	Sanger / Illumina 1.9	17376848.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C7_R2.fastq.gz	125.92825206274463	fail	pass	pass	35.0	pass
Sample_PRO1322_PlateB_C8_R1	125-126	44.70377562339778	pass	pass	pass	pass	Sanger / Illumina 1.9	12954009.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C8_R1.fastq.gz	125.93707731714561	fail	warn	pass	38.0	pass
Sample_PRO1322_PlateB_C8_R2	125-126	44.25017615807767	pass	pass	pass	pass	Sanger / Illumina 1.9	12954009.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C8_R2.fastq.gz	125.93707731714561	fail	warn	pass	37.0	pass
Sample_PRO1322_PlateB_C9_R1	125-126	24.894234314327075	warn	pass	pass	pass	Sanger / Illumina 1.9	14546396.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C9_R1.fastq.gz	125.91094426413251	fail	warn	pass	34.0	pass
Sample_PRO1322_PlateB_C9_R2	125-126	25.39129058459462	warn	pass	pass	pass	Sanger / Illumina 1.9	14546396.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_C9_R2.fastq.gz	125.91094426413251	fail	warn	pass	34.0	pass
Sample_PRO1322_PlateB_D10_R1	125-126	20.536491362617138	pass	pass	pass	pass	Sanger / Illumina 1.9	13541481.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D10_R1.fastq.gz	125.91569829031256	fail	pass	pass	37.0	pass
Sample_PRO1322_PlateB_D10_R2	125-126	20.01857109617087	pass	pass	pass	pass	Sanger / Illumina 1.9	13541481.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D10_R2.fastq.gz	125.91569829031256	fail	pass	pass	37.0	pass
Sample_PRO1322_PlateB_D11_R1	125-126	25.60031705425208	pass	pass	pass	pass	Sanger / Illumina 1.9	19141120.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D11_R1.fastq.gz	125.91202270295572	fail	pass	pass	33.0	pass
Sample_PRO1322_PlateB_D11_R2	125-126	26.525196225051655	pass	pass	pass	pass	Sanger / Illumina 1.9	19141120.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D11_R2.fastq.gz	125.91202270295572	fail	pass	pass	33.0	pass
Sample_PRO1322_PlateB_D12_R1	125-126	29.800353133394225	pass	pass	pass	pass	Sanger / Illumina 1.9	15624065.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D12_R1.fastq.gz	125.92460848057148	fail	pass	fail	34.0	pass
Sample_PRO1322_PlateB_D12_R2	125-126	29.148781237891114	pass	pass	pass	pass	Sanger / Illumina 1.9	15624065.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D12_R2.fastq.gz	125.92460848057148	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_D1_R1	125-126	100.0	pass	pass	pass	pass	Sanger / Illumina 1.9	3.0	0.0	pass	fail	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D1_R1.fastq.gz	125.66666666666667	pass	fail	pass	35.0	
Sample_PRO1322_PlateB_D1_R2	125-126	100.0	pass	pass	pass	pass	Sanger / Illumina 1.9	3.0	0.0	pass	fail	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D1_R2.fastq.gz	125.66666666666667	pass	fail	pass	40.0	
Sample_PRO1322_PlateB_D2_R1	125-126	29.738456694483595	pass	pass	pass	pass	Sanger / Illumina 1.9	7480141.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D2_R1.fastq.gz	125.93614492026286	fail	warn	fail	35.0	pass
Sample_PRO1322_PlateB_D2_R2	125-126	27.941652132976643	pass	pass	pass	pass	Sanger / Illumina 1.9	7480141.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D2_R2.fastq.gz	125.93614492026286	fail	warn	pass	35.0	pass
Sample_PRO1322_PlateB_D3_R1	125-126	60.49992470491104	pass	pass	pass	pass	Sanger / Illumina 1.9	377625.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D3_R1.fastq.gz	125.9108613042039	warn	fail	pass	34.0	pass
Sample_PRO1322_PlateB_D3_R2	125-126	61.26349434397629	pass	pass	pass	pass	Sanger / Illumina 1.9	377625.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D3_R2.fastq.gz	125.9108613042039	warn	fail	pass	34.0	pass
Sample_PRO1322_PlateB_D4_R1	125-126	12.443997763493652	pass	pass	pass	pass	Sanger / Illumina 1.9	17674961.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D4_R1.fastq.gz	125.91188863160717	fail	warn	pass	35.0	pass
Sample_PRO1322_PlateB_D4_R2	125-126	13.32917305417487	pass	pass	pass	pass	Sanger / Illumina 1.9	17674961.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D4_R2.fastq.gz	125.91188863160717	fail	warn	pass	35.0	pass
Sample_PRO1322_PlateB_D6_R1	125-126	85.16872698079612	pass	pass	pass	pass	Sanger / Illumina 1.9	129633.0	0.0	warn	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D6_R1.fastq.gz	125.9219951709827	pass	pass	fail	37.0	pass
Sample_PRO1322_PlateB_D6_R2	125-126	84.62411471372384	pass	pass	pass	pass	Sanger / Illumina 1.9	129633.0	0.0	warn	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D6_R2.fastq.gz	125.9219951709827	pass	warn	pass	37.0	warn
Sample_PRO1322_PlateB_D7_R1	125-126	22.891045582767582	pass	pass	pass	pass	Sanger / Illumina 1.9	10624643.0	0.0	fail	fail	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D7_R1.fastq.gz	125.92086331747805	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_D7_R2	125-126	22.084668605142454	pass	pass	pass	pass	Sanger / Illumina 1.9	10624643.0	0.0	fail	fail	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D7_R2.fastq.gz	125.92086331747805	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_D8_R1	125-126	33.65180284527942	pass	pass	pass	pass	Sanger / Illumina 1.9	18249129.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D8_R1.fastq.gz	125.91787027205518	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_D8_R2	125-126	33.67477429958206	pass	pass	pass	pass	Sanger / Illumina 1.9	18249129.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D8_R2.fastq.gz	125.91787027205518	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_D9_R1	125-126	25.39306085326291	pass	pass	pass	pass	Sanger / Illumina 1.9	17357098.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D9_R1.fastq.gz	125.91256297567716	fail	pass	pass	33.0	pass
Sample_PRO1322_PlateB_D9_R2	125-126	26.028528755042004	pass	pass	pass	pass	Sanger / Illumina 1.9	17357098.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_D9_R2.fastq.gz	125.91256297567716	fail	pass	pass	33.0	pass
Sample_PRO1322_PlateB_E10_R1	125-126	24.68674854922991	pass	pass	pass	pass	Sanger / Illumina 1.9	13805311.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E10_R1.fastq.gz	125.91030307104273	fail	pass	pass	37.0	pass
Sample_PRO1322_PlateB_E10_R2	125-126	25.888790789068246	pass	pass	pass	pass	Sanger / Illumina 1.9	13805311.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E10_R2.fastq.gz	125.91030307104273	fail	pass	pass	37.0	pass
Sample_PRO1322_PlateB_E11_R1	125-126	34.829395611205335	pass	pass	pass	pass	Sanger / Illumina 1.9	16487362.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E11_R1.fastq.gz	125.91092207473821	fail	pass	pass	33.0	pass
Sample_PRO1322_PlateB_E11_R2	125-126	36.26637510776576	pass	pass	pass	pass	Sanger / Illumina 1.9	16487362.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E11_R2.fastq.gz	125.91092207473821	fail	pass	pass	33.0	pass
Sample_PRO1322_PlateB_E12_R1	125-126	15.89346060038615	pass	pass	pass	pass	Sanger / Illumina 1.9	13147191.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E12_R1.fastq.gz	125.90893628912822	fail	warn	pass	35.0	pass
Sample_PRO1322_PlateB_E12_R2	125-126	16.857377214442785	pass	pass	pass	pass	Sanger / Illumina 1.9	13147191.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E12_R2.fastq.gz	125.90893628912822	fail	warn	pass	35.0	pass
Sample_PRO1322_PlateB_E1_R1	125-126	18.055035409618934	pass	pass	pass	pass	Sanger / Illumina 1.9	15695841.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E1_R1.fastq.gz	125.92332644042457	fail	pass	pass	36.0	pass
Sample_PRO1322_PlateB_E1_R2	125-126	18.554732939391148	pass	pass	pass	pass	Sanger / Illumina 1.9	15695841.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E1_R2.fastq.gz	125.92332644042457	fail	pass	pass	36.0	pass
Sample_PRO1322_PlateB_E2_R1	125-126	31.3351059414413	pass	pass	pass	pass	Sanger / Illumina 1.9	9095349.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E2_R1.fastq.gz	125.93826877891107	fail	pass	pass	35.0	pass
Sample_PRO1322_PlateB_E2_R2	125-126	30.41128188107406	pass	pass	pass	pass	Sanger / Illumina 1.9	9095349.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E2_R2.fastq.gz	125.93826877891107	fail	pass	pass	35.0	pass
Sample_PRO1322_PlateB_E3_R1	125-126	36.09686286230627	warn	pass	pass	pass	Sanger / Illumina 1.9	2272505.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E3_R1.fastq.gz	125.92166617895231	fail	warn	fail	35.0	pass
Sample_PRO1322_PlateB_E3_R2	125-126	35.31085340460696	warn	pass	pass	pass	Sanger / Illumina 1.9	2272505.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E3_R2.fastq.gz	125.92166617895231	fail	warn	pass	35.0	pass
Sample_PRO1322_PlateB_E4_R1	125-126	22.28108459695924	pass	pass	pass	pass	Sanger / Illumina 1.9	15055146.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E4_R1.fastq.gz	125.9463152333428	fail	pass	pass	35.0	pass
Sample_PRO1322_PlateB_E4_R2	125-126	22.167231125549762	pass	pass	pass	pass	Sanger / Illumina 1.9	15055146.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E4_R2.fastq.gz	125.9463152333428	fail	pass	pass	35.0	pass
Sample_PRO1322_PlateB_E5_R1	125-126	21.06149360413226	pass	pass	pass	pass	Sanger / Illumina 1.9	18276183.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E5_R1.fastq.gz	125.9277902284082	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_E5_R2	125-126	21.262038781002097	pass	pass	pass	pass	Sanger / Illumina 1.9	18276183.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E5_R2.fastq.gz	125.9277902284082	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_E6_R1	125-126	16.602719643843123	pass	pass	pass	pass	Sanger / Illumina 1.9	29660646.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E6_R1.fastq.gz	125.92611984917659	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_E6_R2	125-126	16.903209808579458	pass	pass	pass	pass	Sanger / Illumina 1.9	29660646.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E6_R2.fastq.gz	125.92611984917659	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_E7_R1	125-126	21.305983549425694	pass	pass	pass	pass	Sanger / Illumina 1.9	17378249.0	0.0	fail	fail	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E7_R1.fastq.gz	125.92347773357373	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_E7_R2	125-126	21.230556389207614	pass	pass	pass	pass	Sanger / Illumina 1.9	17378249.0	0.0	fail	fail	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E7_R2.fastq.gz	125.92347773357373	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_E8_R1	125-126	24.939984486474078	pass	pass	pass	pass	Sanger / Illumina 1.9	19562739.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E8_R1.fastq.gz	125.9111600885745	fail	pass	pass	36.0	pass
Sample_PRO1322_PlateB_E8_R2	125-126	26.0540550387297	pass	pass	pass	pass	Sanger / Illumina 1.9	19562739.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E8_R2.fastq.gz	125.9111600885745	fail	pass	pass	36.0	pass
Sample_PRO1322_PlateB_E9_R1	125-126	42.30521349276569	pass	pass	pass	pass	Sanger / Illumina 1.9	14378616.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E9_R1.fastq.gz	125.91556579576226	fail	pass	pass	35.0	pass
Sample_PRO1322_PlateB_E9_R2	125-126	42.26205432503879	pass	pass	pass	pass	Sanger / Illumina 1.9	14378616.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_E9_R2.fastq.gz	125.91556579576226	fail	pass	pass	35.0	pass
Sample_PRO1322_PlateB_F10_R1	125-126	29.89294207414855	pass	pass	pass	pass	Sanger / Illumina 1.9	13361395.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F10_R1.fastq.gz	125.92231073177614	fail	warn	fail	35.0	pass
Sample_PRO1322_PlateB_F10_R2	125-126	29.216200440439614	pass	pass	pass	pass	Sanger / Illumina 1.9	13361395.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F10_R2.fastq.gz	125.92231073177614	fail	warn	pass	35.0	pass
Sample_PRO1322_PlateB_F11_R1	125-126	35.378660994068	pass	pass	pass	pass	Sanger / Illumina 1.9	18662900.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F11_R1.fastq.gz	125.91621345021406	fail	warn	pass	37.0	pass
Sample_PRO1322_PlateB_F11_R2	125-126	35.711427741486375	pass	pass	pass	pass	Sanger / Illumina 1.9	18662900.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F11_R2.fastq.gz	125.91621345021406	fail	warn	pass	37.0	pass
Sample_PRO1322_PlateB_F12_R1	125-126	24.138930919023558	pass	pass	pass	pass	Sanger / Illumina 1.9	19189565.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F12_R1.fastq.gz	125.9095915931393	fail	warn	pass	34.0	pass
Sample_PRO1322_PlateB_F12_R2	125-126	25.120750398693108	pass	pass	pass	pass	Sanger / Illumina 1.9	19189565.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F12_R2.fastq.gz	125.9095915931393	fail	warn	pass	34.0	pass
Sample_PRO1322_PlateB_F1_R1	125-126	33.90751616043941	pass	pass	pass	pass	Sanger / Illumina 1.9	10413363.0	0.0	fail	fail	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F1_R1.fastq.gz	125.93235412997703	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_F1_R2	125-126	32.4913123627752	pass	pass	pass	pass	Sanger / Illumina 1.9	10413363.0	0.0	fail	fail	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F1_R2.fastq.gz	125.93235412997703	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_F2_R1	125-126	15.766399055333885	pass	pass	pass	pass	Sanger / Illumina 1.9	14198772.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F2_R1.fastq.gz	125.92582288102098	fail	warn	fail	37.0	pass
Sample_PRO1322_PlateB_F2_R2	125-126	15.818789478748965	pass	pass	pass	pass	Sanger / Illumina 1.9	14198772.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F2_R2.fastq.gz	125.92582288102098	fail	fail	pass	38.0	pass
Sample_PRO1322_PlateB_F3_R1	125-126	45.38222824661497	warn	pass	pass	pass	Sanger / Illumina 1.9	1291159.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F3_R1.fastq.gz	125.91160035286127	fail	warn	pass	35.0	pass
Sample_PRO1322_PlateB_F3_R2	125-126	45.93295730211639	warn	pass	pass	pass	Sanger / Illumina 1.9	1291159.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F3_R2.fastq.gz	125.91160035286127	fail	warn	pass	35.0	pass
Sample_PRO1322_PlateB_F4_R1	125-126	26.042571059640412	pass	pass	pass	pass	Sanger / Illumina 1.9	10843972.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F4_R1.fastq.gz	125.94002363709534	fail	pass	pass	36.0	pass
