Sample	adapter_content	per_sequence_quality_scores	basic_statistics	Total Sequences	File type	per_sequence_gc_content	Filename	per_base_n_content	Sequences flagged as poor quality	per_base_sequence_quality	%GC	sequence_duplication_levels	sequence_length_distribution	total_deduplicated_percentage	per_tile_sequence_quality	per_base_sequence_content	avg_sequence_length	Sequence length	Encoding	kmer_content	overrepresented_sequences
Sample_IPO3917_A9_R2	warn	pass	pass	14423010.0	Conventional base calls	pass	Sample_IPO3917_A9_R2.fastq.gz	pass	0.0	fail	37.0	fail	pass	42.84213871773594	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_B10_R1	warn	pass	pass	9432418.0	Conventional base calls	pass	Sample_IPO3917_B10_R1.fastq.gz	pass	0.0	pass	39.0	fail	pass	45.03527109341934	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_B10_R2	warn	pass	pass	9432418.0	Conventional base calls	pass	Sample_IPO3917_B10_R2.fastq.gz	pass	0.0	pass	39.0	fail	pass	44.320137871298485	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_B11_R1	warn	pass	pass	11490168.0	Conventional base calls	pass	Sample_IPO3917_B11_R1.fastq.gz	pass	0.0	pass	38.0	fail	pass	41.07679268721791	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_B11_R2	warn	pass	pass	11490168.0	Conventional base calls	pass	Sample_IPO3917_B11_R2.fastq.gz	pass	0.0	pass	38.0	fail	pass	40.93149765685011	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_B12_R1	fail	pass	pass	11609892.0	Conventional base calls	warn	Sample_IPO3917_B12_R1.fastq.gz	pass	0.0	pass	37.0	warn	pass	50.88376492506097	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_B12_R2	fail	pass	pass	11609892.0	Conventional base calls	warn	Sample_IPO3917_B12_R2.fastq.gz	pass	0.0	fail	37.0	warn	pass	50.29284638224062	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_B1_R1	fail	pass	pass	5348109.0	Conventional base calls	fail	Sample_IPO3917_B1_R1.fastq.gz	pass	0.0	pass	38.0	fail	pass	45.252453643385756	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_B1_R2	fail	pass	pass	5348109.0	Conventional base calls	fail	Sample_IPO3917_B1_R2.fastq.gz	pass	0.0	fail	38.0	fail	pass	45.59346717868032	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_B2_R1	warn	pass	pass	3564185.0	Conventional base calls	warn	Sample_IPO3917_B2_R1.fastq.gz	pass	0.0	pass	37.0	warn	pass	57.793642137963054	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_B2_R2	warn	pass	pass	3564185.0	Conventional base calls	warn	Sample_IPO3917_B2_R2.fastq.gz	pass	0.0	fail	37.0	warn	pass	58.40805743355369	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_B3_R1	warn	pass	pass	9450219.0	Conventional base calls	fail	Sample_IPO3917_B3_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	47.66473090993013	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_B3_R2	warn	pass	pass	9450219.0	Conventional base calls	fail	Sample_IPO3917_B3_R2.fastq.gz	pass	0.0	fail	37.0	fail	pass	47.394123528362506	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_B4_R1	pass	pass	pass	8981341.0	Conventional base calls	pass	Sample_IPO3917_B4_R1.fastq.gz	pass	0.0	pass	34.0	fail	pass	35.97359541620524	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_B4_R2	pass	pass	pass	8981341.0	Conventional base calls	pass	Sample_IPO3917_B4_R2.fastq.gz	pass	0.0	pass	34.0	fail	pass	36.06147520038456	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_B5_R1	warn	pass	pass	8307451.0	Conventional base calls	warn	Sample_IPO3917_B5_R1.fastq.gz	pass	0.0	pass	38.0	fail	pass	20.571945805792044	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_B5_R2	warn	pass	pass	8307451.0	Conventional base calls	warn	Sample_IPO3917_B5_R2.fastq.gz	pass	0.0	fail	38.0	fail	pass	20.8650413003514	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_B6_R1	warn	pass	pass	9598997.0	Conventional base calls	warn	Sample_IPO3917_B6_R1.fastq.gz	pass	0.0	pass	36.0	fail	pass	36.95146569428655	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_B6_R2	warn	pass	pass	9598997.0	Conventional base calls	warn	Sample_IPO3917_B6_R2.fastq.gz	pass	0.0	fail	36.0	fail	pass	36.86429594039715	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_B7_R1	warn	pass	pass	10737093.0	Conventional base calls	fail	Sample_IPO3917_B7_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	33.74562302780195	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_B7_R2	warn	pass	pass	10737093.0	Conventional base calls	warn	Sample_IPO3917_B7_R2.fastq.gz	pass	0.0	fail	36.0	fail	pass	33.0864996663899	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_B8_R1	warn	pass	pass	7784223.0	Conventional base calls	fail	Sample_IPO3917_B8_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	36.71248526840562	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_B8_R2	warn	pass	pass	7784223.0	Conventional base calls	fail	Sample_IPO3917_B8_R2.fastq.gz	pass	0.0	fail	37.0	fail	pass	36.33725858252846	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_B9_R1	pass	pass	pass	9922372.0	Conventional base calls	pass	Sample_IPO3917_B9_R1.fastq.gz	pass	0.0	pass	38.0	fail	pass	44.851371532432836	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_B9_R2	pass	pass	pass	9922372.0	Conventional base calls	pass	Sample_IPO3917_B9_R2.fastq.gz	pass	0.0	pass	38.0	fail	pass	44.36345935150815	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_C10_R1	warn	pass	pass	17049422.0	Conventional base calls	fail	Sample_IPO3917_C10_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	46.66975915667595	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_C10_R2	warn	pass	pass	17049422.0	Conventional base calls	fail	Sample_IPO3917_C10_R2.fastq.gz	pass	0.0	fail	37.0	fail	pass	46.36224053583655	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_C11_R1	warn	pass	pass	13523081.0	Conventional base calls	pass	Sample_IPO3917_C11_R1.fastq.gz	pass	0.0	pass	38.0	fail	pass	41.67467493219568	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_C11_R2	warn	pass	pass	13523081.0	Conventional base calls	pass	Sample_IPO3917_C11_R2.fastq.gz	pass	0.0	pass	38.0	fail	pass	41.702208643325086	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_C12_R1	warn	pass	pass	7975051.0	Conventional base calls	pass	Sample_IPO3917_C12_R1.fastq.gz	pass	0.0	pass	38.0	warn	pass	53.150536700901405	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_C12_R2	warn	pass	pass	7975051.0	Conventional base calls	pass	Sample_IPO3917_C12_R2.fastq.gz	pass	0.0	pass	38.0	warn	pass	52.90702717369172	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_C1_R1	fail	pass	pass	6061197.0	Conventional base calls	warn	Sample_IPO3917_C1_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	44.988235490018326	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_C1_R2	fail	pass	pass	6061197.0	Conventional base calls	fail	Sample_IPO3917_C1_R2.fastq.gz	pass	0.0	fail	37.0	fail	pass	44.59425339441176	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_C2_R1	fail	pass	pass	8909554.0	Conventional base calls	pass	Sample_IPO3917_C2_R1.fastq.gz	pass	0.0	pass	35.0	fail	pass	42.88079320262121	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_C2_R2	fail	pass	pass	8909554.0	Conventional base calls	pass	Sample_IPO3917_C2_R2.fastq.gz	pass	0.0	fail	35.0	fail	pass	43.527351821601314	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_C3_R1	warn	pass	pass	13018439.0	Conventional base calls	pass	Sample_IPO3917_C3_R1.fastq.gz	pass	0.0	pass	38.0	fail	pass	37.72298991128104	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_C3_R2	warn	pass	pass	13018439.0	Conventional base calls	pass	Sample_IPO3917_C3_R2.fastq.gz	pass	0.0	pass	38.0	fail	pass	37.29188135749574	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_C4_R1	warn	pass	pass	9216855.0	Conventional base calls	pass	Sample_IPO3917_C4_R1.fastq.gz	pass	0.0	pass	35.0	fail	pass	39.24827510045579	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_C4_R2	warn	pass	pass	9216855.0	Conventional base calls	pass	Sample_IPO3917_C4_R2.fastq.gz	pass	0.0	fail	35.0	fail	pass	40.09722126421618	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_C5_R1	fail	pass	pass	32574295.0	Conventional base calls	pass	Sample_IPO3917_C5_R1.fastq.gz	pass	0.0	fail	39.0	fail	pass	41.49023451337445	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_C5_R2	fail	pass	pass	32574295.0	Conventional base calls	pass	Sample_IPO3917_C5_R2.fastq.gz	pass	0.0	fail	39.0	fail	pass	40.89955983805857	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_C6_R1	warn	pass	pass	6126617.0	Conventional base calls	fail	Sample_IPO3917_C6_R1.fastq.gz	pass	0.0	fail	39.0	fail	pass	32.66322613281237	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_C6_R2	warn	pass	pass	6126617.0	Conventional base calls	fail	Sample_IPO3917_C6_R2.fastq.gz	pass	0.0	fail	38.0	fail	pass	33.070246900230224	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_C7_R1	pass	pass	pass	12510913.0	Conventional base calls	pass	Sample_IPO3917_C7_R1.fastq.gz	pass	0.0	pass	36.0	fail	pass	31.005170291803015	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_C7_R2	pass	pass	pass	12510913.0	Conventional base calls	pass	Sample_IPO3917_C7_R2.fastq.gz	pass	0.0	pass	36.0	fail	pass	29.965974122532955	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_C8_R1	pass	pass	pass	9359921.0	Conventional base calls	warn	Sample_IPO3917_C8_R1.fastq.gz	pass	0.0	pass	39.0	fail	pass	37.69440905486534	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_C8_R2	pass	pass	pass	9359921.0	Conventional base calls	warn	Sample_IPO3917_C8_R2.fastq.gz	pass	0.0	pass	39.0	fail	pass	38.17588215039465	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_C9_R1	warn	pass	pass	11923023.0	Conventional base calls	warn	Sample_IPO3917_C9_R1.fastq.gz	pass	0.0	pass	36.0	fail	pass	39.97013847053081	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_C9_R2	warn	pass	pass	11923023.0	Conventional base calls	warn	Sample_IPO3917_C9_R2.fastq.gz	pass	0.0	pass	36.0	fail	pass	39.7366335252262	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_D10_R1	warn	pass	pass	5165565.0	Conventional base calls	pass	Sample_IPO3917_D10_R1.fastq.gz	pass	0.0	pass	39.0	fail	pass	39.723150236514215	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_D10_R2	warn	pass	pass	5165565.0	Conventional base calls	pass	Sample_IPO3917_D10_R2.fastq.gz	pass	0.0	fail	39.0	fail	pass	39.62913810856236	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_D11_R1	warn	pass	pass	9642020.0	Conventional base calls	pass	Sample_IPO3917_D11_R1.fastq.gz	pass	0.0	pass	36.0	fail	pass	49.54069612667295	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_D11_R2	warn	pass	pass	9642020.0	Conventional base calls	pass	Sample_IPO3917_D11_R2.fastq.gz	pass	0.0	pass	36.0	fail	pass	49.773974339877434	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_D12_R1	warn	pass	pass	7143399.0	Conventional base calls	pass	Sample_IPO3917_D12_R1.fastq.gz	pass	0.0	pass	36.0	warn	pass	56.38614556281606	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_D12_R2	warn	pass	pass	7143399.0	Conventional base calls	pass	Sample_IPO3917_D12_R2.fastq.gz	pass	0.0	pass	36.0	warn	pass	56.31190689537884	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_D1_R1	fail	pass	pass	5835492.0	Conventional base calls	pass	Sample_IPO3917_D1_R1.fastq.gz	pass	0.0	pass	38.0	warn	pass	53.7696365492672	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_D1_R2	fail	pass	pass	5835492.0	Conventional base calls	pass	Sample_IPO3917_D1_R2.fastq.gz	pass	0.0	fail	38.0	warn	pass	53.61570145093001	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_D2_R1	fail	pass	pass	5858490.0	Conventional base calls	fail	Sample_IPO3917_D2_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	43.767638474437135	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_D2_R2	fail	pass	pass	5858490.0	Conventional base calls	fail	Sample_IPO3917_D2_R2.fastq.gz	pass	0.0	fail	37.0	fail	pass	44.25268379096145	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_D3_R1	fail	pass	pass	4290647.0	Conventional base calls	warn	Sample_IPO3917_D3_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	42.07677304671468	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_D3_R2	fail	pass	pass	4290647.0	Conventional base calls	warn	Sample_IPO3917_D3_R2.fastq.gz	pass	0.0	fail	37.0	fail	pass	42.55725893896985	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_D4_R1	warn	pass	pass	10120750.0	Conventional base calls	warn	Sample_IPO3917_D4_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	22.88451109634153	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_D4_R2	warn	pass	pass	10120750.0	Conventional base calls	warn	Sample_IPO3917_D4_R2.fastq.gz	pass	0.0	pass	37.0	fail	pass	23.05909130921994	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_D5_R1	fail	pass	pass	43832364.0	Conventional base calls	pass	Sample_IPO3917_D5_R1.fastq.gz	pass	0.0	fail	38.0	fail	pass	41.19080591815392	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_D5_R2	fail	pass	pass	43832364.0	Conventional base calls	pass	Sample_IPO3917_D5_R2.fastq.gz	pass	0.0	fail	39.0	fail	pass	40.940993412193436	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_D6_R1	warn	pass	pass	5876003.0	Conventional base calls	fail	Sample_IPO3917_D6_R1.fastq.gz	pass	0.0	pass	38.0	fail	pass	36.85200353917759	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_D6_R2	warn	pass	pass	5876003.0	Conventional base calls	fail	Sample_IPO3917_D6_R2.fastq.gz	pass	0.0	fail	38.0	fail	pass	37.64163627184826	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_D7_R1	warn	pass	pass	9005121.0	Conventional base calls	warn	Sample_IPO3917_D7_R1.fastq.gz	pass	0.0	pass	36.0	fail	pass	37.705101105819026	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_D7_R2	warn	pass	pass	9005121.0	Conventional base calls	warn	Sample_IPO3917_D7_R2.fastq.gz	pass	0.0	fail	35.0	fail	pass	37.38904214754774	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_D8_R1	pass	pass	pass	2620956.0	Conventional base calls	pass	Sample_IPO3917_D8_R1.fastq.gz	pass	0.0	pass	35.0	warn	pass	63.35219455870518	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_D8_R2	warn	pass	pass	2620956.0	Conventional base calls	pass	Sample_IPO3917_D8_R2.fastq.gz	pass	0.0	pass	35.0	warn	pass	63.17931071397403	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_D9_R1	warn	pass	pass	10328557.0	Conventional base calls	pass	Sample_IPO3917_D9_R1.fastq.gz	pass	0.0	pass	36.0	fail	pass	40.352770536297285	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_D9_R2	warn	pass	pass	10328557.0	Conventional base calls	pass	Sample_IPO3917_D9_R2.fastq.gz	pass	0.0	pass	35.0	fail	pass	39.950204609140236	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_E10_R1	warn	pass	pass	9211968.0	Conventional base calls	warn	Sample_IPO3917_E10_R1.fastq.gz	pass	0.0	pass	38.0	fail	pass	39.355921781774114	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_E10_R2	warn	pass	pass	9211968.0	Conventional base calls	warn	Sample_IPO3917_E10_R2.fastq.gz	pass	0.0	fail	38.0	fail	pass	39.09453159693063	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_E11_R1	pass	pass	pass	8493239.0	Conventional base calls	pass	Sample_IPO3917_E11_R1.fastq.gz	pass	0.0	pass	35.0	warn	pass	56.90929048428268	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_E11_R2	pass	pass	pass	8493239.0	Conventional base calls	pass	Sample_IPO3917_E11_R2.fastq.gz	pass	0.0	fail	35.0	warn	pass	56.80406475597142	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_E12_R1	warn	pass	pass	7957380.0	Conventional base calls	warn	Sample_IPO3917_E12_R1.fastq.gz	pass	0.0	pass	36.0	fail	pass	35.57137982700679	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_E12_R2	warn	pass	pass	7957380.0	Conventional base calls	warn	Sample_IPO3917_E12_R2.fastq.gz	pass	0.0	pass	36.0	fail	pass	35.51356006539258	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_E1_R1	warn	pass	pass	6335020.0	Conventional base calls	pass	Sample_IPO3917_E1_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	34.364294055138764	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_E1_R2	warn	pass	pass	6335020.0	Conventional base calls	pass	Sample_IPO3917_E1_R2.fastq.gz	pass	0.0	pass	37.0	fail	pass	34.86343252708563	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_E2_R1	fail	pass	pass	6310393.0	Conventional base calls	pass	Sample_IPO3917_E2_R1.fastq.gz	pass	0.0	pass	38.0	fail	pass	49.95544361340821	pass	warn	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_E2_R2	fail	pass	pass	6310393.0	Conventional base calls	pass	Sample_IPO3917_E2_R2.fastq.gz	pass	0.0	fail	38.0	warn	pass	50.06188831814655	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_E3_R1	fail	pass	pass	8480293.0	Conventional base calls	fail	Sample_IPO3917_E3_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	39.89576037961773	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_E3_R2	fail	pass	pass	8480293.0	Conventional base calls	fail	Sample_IPO3917_E3_R2.fastq.gz	pass	0.0	fail	37.0	fail	pass	39.65903862812175	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_E4_R1	warn	pass	pass	10031922.0	Conventional base calls	pass	Sample_IPO3917_E4_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	35.29832608327594	pass	warn	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_E4_R2	warn	pass	pass	10031922.0	Conventional base calls	pass	Sample_IPO3917_E4_R2.fastq.gz	pass	0.0	fail	37.0	fail	pass	35.18399507079235	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_E5_R1	warn	pass	pass	9092794.0	Conventional base calls	warn	Sample_IPO3917_E5_R1.fastq.gz	pass	0.0	pass	36.0	fail	pass	31.504555204537922	pass	warn	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_E5_R2	warn	pass	pass	9092794.0	Conventional base calls	warn	Sample_IPO3917_E5_R2.fastq.gz	pass	0.0	fail	36.0	fail	pass	31.789585972179175	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_E6_R1	warn	pass	pass	10663350.0	Conventional base calls	warn	Sample_IPO3917_E6_R1.fastq.gz	pass	0.0	pass	36.0	fail	pass	30.717259619289994	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_E6_R2	warn	pass	pass	10663350.0	Conventional base calls	warn	Sample_IPO3917_E6_R2.fastq.gz	pass	0.0	fail	36.0	fail	pass	31.301809115674317	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_E7_R1	warn	pass	pass	11944932.0	Conventional base calls	warn	Sample_IPO3917_E7_R1.fastq.gz	pass	0.0	pass	36.0	fail	pass	31.945524198526915	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_E7_R2	warn	pass	pass	11944932.0	Conventional base calls	warn	Sample_IPO3917_E7_R2.fastq.gz	pass	0.0	fail	35.0	fail	pass	31.8456605988957	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_E8_R1	warn	pass	pass	7453164.0	Conventional base calls	pass	Sample_IPO3917_E8_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	45.75513420086005	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_E8_R2	warn	pass	pass	7453164.0	Conventional base calls	pass	Sample_IPO3917_E8_R2.fastq.gz	pass	0.0	pass	37.0	fail	pass	45.668448712192635	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_E9_R1	warn	pass	pass	9136015.0	Conventional base calls	pass	Sample_IPO3917_E9_R1.fastq.gz	pass	0.0	pass	38.0	fail	pass	44.2875650900756	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_E9_R2	warn	pass	pass	9136015.0	Conventional base calls	pass	Sample_IPO3917_E9_R2.fastq.gz	pass	0.0	fail	38.0	fail	pass	44.165937193601366	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_F10_R1	warn	pass	pass	2674147.0	Conventional base calls	fail	Sample_IPO3917_F10_R1.fastq.gz	pass	0.0	pass	37.0	warn	pass	57.65003217479918	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_F10_R2	warn	pass	pass	2674147.0	Conventional base calls	fail	Sample_IPO3917_F10_R2.fastq.gz	pass	0.0	fail	37.0	warn	pass	58.20336325802838	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_F11_R1	warn	pass	pass	7444405.0	Conventional base calls	pass	Sample_IPO3917_F11_R1.fastq.gz	pass	0.0	pass	39.0	warn	pass	53.106839227510115	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_F11_R2	warn	pass	pass	7444405.0	Conventional base calls	pass	Sample_IPO3917_F11_R2.fastq.gz	pass	0.0	fail	39.0	warn	pass	53.207463227365594	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_F12_R1	warn	pass	pass	9457716.0	Conventional base calls	pass	Sample_IPO3917_F12_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	35.572420095849075	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_F12_R2	warn	pass	pass	9457716.0	Conventional base calls	pass	Sample_IPO3917_F12_R2.fastq.gz	pass	0.0	pass	36.0	fail	pass	35.423963392623754	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_F1_R1	warn	pass	pass	4133362.0	Conventional base calls	fail	Sample_IPO3917_F1_R1.fastq.gz	pass	0.0	fail	37.0	warn	pass	56.39123334166196	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_F1_R2	warn	pass	pass	4133362.0	Conventional base calls	fail	Sample_IPO3917_F1_R2.fastq.gz	pass	0.0	fail	37.0	warn	pass	56.23288932733559	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_F2_R1	warn	pass	pass	7242213.0	Conventional base calls	fail	Sample_IPO3917_F2_R1.fastq.gz	pass	0.0	pass	39.0	fail	pass	22.21213053039532	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_F2_R2	warn	pass	pass	7242213.0	Conventional base calls	fail	Sample_IPO3917_F2_R2.fastq.gz	pass	0.0	pass	39.0	fail	pass	22.732364441276367	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_F3_R1	fail	pass	pass	4185640.0	Conventional base calls	fail	Sample_IPO3917_F3_R1.fastq.gz	pass	0.0	pass	38.0	fail	pass	47.321370912273885	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
