Sample	per_tile_sequence_quality	Sequences flagged as poor quality	per_base_sequence_content	sequence_length_distribution	avg_sequence_length	overrepresented_sequences	basic_statistics	Encoding	File type	adapter_content	Filename	total_deduplicated_percentage	kmer_content	per_sequence_quality_scores	Total Sequences	%GC	per_base_n_content	sequence_duplication_levels	Sequence length	per_base_sequence_quality	per_sequence_gc_content
Sample_PRO1747_PlateH_A12_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A12_R2.fastq.gz	37.07371028159513	fail	pass	10467500.0	36.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_A1_R1	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A1_R1.fastq.gz	50.756336275516446	fail	pass	11410379.0	35.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_A1_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A1_R2.fastq.gz	51.37553727735041	fail	pass	11410379.0	35.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_A2_R1	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A2_R1.fastq.gz	54.50243919672191	fail	pass	14856909.0	32.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_A2_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A2_R2.fastq.gz	55.27465064480036	fail	pass	14856909.0	32.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_A3_R1	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A3_R1.fastq.gz	50.18213220939446	fail	pass	15710369.0	36.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_A3_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A3_R2.fastq.gz	51.184965314107544	fail	pass	15710369.0	36.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_A4_R1	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A4_R1.fastq.gz	41.70783438525793	fail	pass	12758575.0	33.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_A4_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A4_R2.fastq.gz	41.76322739771074	fail	pass	12758575.0	33.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_A5_R1	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A5_R1.fastq.gz	69.564972917112	fail	pass	11604167.0	34.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_A5_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A5_R2.fastq.gz	70.10632683402424	fail	pass	11604167.0	34.0	pass	pass	126.0	pass	pass
Sample_PRO1747_PlateH_A6_R1	warn	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A6_R1.fastq.gz	54.96313875310016	fail	pass	13404862.0	35.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_A6_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A6_R2.fastq.gz	55.443360992733325	fail	pass	13404862.0	35.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_A7_R1	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A7_R1.fastq.gz	39.623446595885646	fail	pass	13079133.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_A7_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A7_R2.fastq.gz	40.80302744737348	fail	pass	13079133.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_A8_R1	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A8_R1.fastq.gz	34.74973230437941	fail	pass	10716590.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_A8_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A8_R2.fastq.gz	34.2281562061074	fail	pass	10716590.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_A9_R1	warn	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A9_R1.fastq.gz	82.6789778605421	warn	pass	38664.0	35.0	pass	pass	126.0	pass	pass
Sample_PRO1747_PlateH_A9_R2	warn	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A9_R2.fastq.gz	82.60138630250363	warn	pass	38664.0	35.0	pass	pass	126.0	pass	pass
Sample_PRO1747_PlateH_B10_R1	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B10_R1.fastq.gz	47.0954369156024	fail	pass	12439632.0	35.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_B10_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B10_R2.fastq.gz	48.28337903432494	fail	pass	12439632.0	35.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_B11_R1	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B11_R1.fastq.gz	42.16491487630938	fail	pass	10439571.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_B11_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B11_R2.fastq.gz	42.04258713401149	fail	pass	10439571.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_B12_R1	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B12_R1.fastq.gz	52.98489567298395	fail	pass	11310828.0	33.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_B12_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B12_R2.fastq.gz	52.98267049959037	fail	pass	11310828.0	33.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_B1_R1	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B1_R1.fastq.gz	55.58148897206079	fail	pass	9465636.0	35.0	pass	warn	126.0	fail	pass
Sample_PRO1747_PlateH_B1_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B1_R2.fastq.gz	53.702661724958766	fail	pass	9465636.0	35.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_B2_R1	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B2_R1.fastq.gz	61.584385371884466	fail	pass	10578277.0	31.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_B2_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B2_R2.fastq.gz	61.426945881368624	fail	pass	10578277.0	32.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_B3_R1	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B3_R1.fastq.gz	43.99312910415094	fail	pass	12886438.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_B3_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B3_R2.fastq.gz	44.886807141141624	fail	pass	12886438.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_B4_R1	warn	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B4_R1.fastq.gz	86.8088689306764	warn	pass	14252.0	33.0	pass	pass	126.0	pass	pass
Sample_PRO1747_PlateH_B4_R2	warn	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B4_R2.fastq.gz	86.57030592197586	warn	pass	14252.0	33.0	pass	pass	126.0	pass	pass
Sample_PRO1747_PlateH_B5_R1	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B5_R1.fastq.gz	58.08101340846926	fail	pass	15138010.0	34.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_B5_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B5_R2.fastq.gz	58.72646236526891	fail	pass	15138010.0	34.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_B6_R1	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B6_R1.fastq.gz	40.86233863378037	fail	pass	12054585.0	35.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_B6_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B6_R2.fastq.gz	42.5743644044569	fail	pass	12054585.0	35.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_B7_R1	fail	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	warn	Sample_PRO1747_PlateH_B7_R1.fastq.gz	87.72277227722772	pass	pass	1515.0	35.0	pass	pass	126.0	pass	pass
Sample_PRO1747_PlateH_B7_R2	fail	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	warn	Sample_PRO1747_PlateH_B7_R2.fastq.gz	87.65676567656766	pass	pass	1515.0	35.0	pass	pass	126.0	pass	warn
Sample_PRO1747_PlateH_B8_R1	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B8_R1.fastq.gz	29.366140403155054	fail	pass	12276388.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_B8_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B8_R2.fastq.gz	30.706764803174412	fail	pass	12276388.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_B9_R1	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B9_R1.fastq.gz	35.17645216973281	fail	pass	9364462.0	33.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_B9_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_B9_R2.fastq.gz	36.00326680065308	fail	pass	9364462.0	33.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_C10_R1	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_C10_R1.fastq.gz	57.584710646080005	fail	pass	10855759.0	33.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_C10_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_C10_R2.fastq.gz	57.52985181973933	fail	pass	10855759.0	33.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_C11_R1	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_C11_R1.fastq.gz	46.46036181216168	fail	pass	11016103.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_C11_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_C11_R2.fastq.gz	47.57096960517406	fail	pass	11016103.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_C12_R1	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_C12_R1.fastq.gz	58.6196780885942	fail	pass	9501088.0	35.0	pass	warn	126.0	fail	pass
Sample_PRO1747_PlateH_C12_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_C12_R2.fastq.gz	56.97905586226039	fail	pass	9501088.0	35.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_C1_R1	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_C1_R1.fastq.gz	55.70820758560197	fail	pass	10687067.0	31.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_C1_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_C1_R2.fastq.gz	56.001576851031096	fail	pass	10687067.0	31.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_C3_R1	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_C3_R1.fastq.gz	42.38913315798864	fail	pass	11979174.0	35.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_C3_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_C3_R2.fastq.gz	42.31791286079899	fail	pass	11979174.0	36.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_C4_R1	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_C4_R1.fastq.gz	67.34683123062555	fail	pass	10837057.0	33.0	pass	warn	126.0	fail	pass
Sample_PRO1747_PlateH_C4_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_C4_R2.fastq.gz	66.71031239144881	fail	pass	10837057.0	33.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_C5_R1	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_C5_R1.fastq.gz	30.64520560456768	fail	pass	6109092.0	35.0	pass	fail	126.0	pass	warn
Sample_PRO1747_PlateH_C5_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_C5_R2.fastq.gz	30.503822743551318	fail	pass	6109092.0	35.0	pass	fail	126.0	pass	warn
